一级评论;实际爬取到的二级评论内容;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;一级评论账号的粉丝数;信任度指数4;信任度值;归一化信任度值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
网约车看手机开车走神可能性很大;路上开车现在最烦的就是龟速行驶和突然减速靠边的网约车，大概率都在看订单和线路;-0.9827642544681967
网约车看手机开车走神可能性很大;真的，我走路过个路口都不敢手机，开着车看手机的都是大神[二哈];-0.46136163277227116
网约车看手机开车走神可能性很大;回复@向阳漫步者:[doge];0.3795767038935183
网约车看手机开车走神可能性很大;请把可能性很大直接去掉;-0.49294276701151296
-----;------;------;0.6116211292777013;0.7997416329544818;-0.9827642544681967;1.7825058874226785;0.10874705628866077;298;2.3611237332630594e-05;0.28815199647401135;0.48025332745668553
换个角度看看，为什么看见车来了，不主动停下来等一等，和车子比速度？;回复@One_five15:为啥把命寄托在别人身上呢？这事故很惨，带着两小孩就这样瞎跑，说句不好听的过了这边马路，不代表那边马路能安全过去;-0.9969442479066073
-----;------;------;0.0;;-0.9969442479066073;0;1.0;44;3.48622296186492e-06;0.4000006972445924;0.6666678287409873
能通行不代表能安全通行，两边同样适合这句话。;回复@S灰森:很多人不明白专用机动车道在法理上是行人和非机动车利益出让;-0.9851798317207041
能通行不代表能安全通行，两边同样适合这句话。;回复@苏小米家长:这里面只要发生人命，放心吧绝对会有主次责任。法律不会一味指责横穿马路的，就是这个样子;0.9999786281959637
能通行不代表能安全通行，两边同样适合这句话。;回复@春风良宵一度:太意气用事了，开车这玩意，不讲规矩的人和车子都太多了，只能做好自己。;-0.9711803632880669
能通行不代表能安全通行，两边同样适合这句话。;他的意思是碰到横穿马路的就可以随便撞？;0.21328719500401783
能通行不代表能安全通行，两边同样适合这句话。;回复@苏小米家长:没错，但是作为司机，咱撞上去交警依然会判定我方有责任。惹不起得学会躲;0.9965460144084042
能通行不代表能安全通行，两边同样适合这句话。;看清楚，横穿马路;-0.209683433531757
-----;------;------;0.8160852803043981;0.9999786281959637;-0.9851798317207041;1.9851584599166678;0.0074207700416660805;1630;0.00012914871426908682;0.3294282498812795;0.5490470831354658
网约车主要责任;行人全责[doge][doge][doge][doge][doge];-0.7280004970793075
网约车主要责任;回复@苏小米家长:开车的我认为是主责[doge];0.9674043456841253
网约车主要责任;没驾照？;-0.33950286734710144
网约车主要责任;回复@苏小米家长:人道主义，都要赔;0.8537987177239392
网约车主要责任;同等责任;-0.19617651401853609
网约车主要责任;呵呵，开车吗，;0.3042195979708502
网约车主要责任;主要责任是行人吧、如果有斑马线、哪车主全责;-0.7202776758311971
网约车主要责任;保险希望单位，如果是曹操的营运车辆，;0.7395335716540608
网约车主要责任;对;0.052465563615616606
-----;------;------;0.6157894950537149;0.9674043456841253;-0.7280004970793075;1.6954048427634327;0.15229757861828364;197;1.5608770988349756e-05;0.3072379512229971;0.5120632520383284
横穿马路是不是重点？;如果横穿马路就可以被剥夺生命，那这个世界上的生物会灭绝的，你难道没干过比横穿马路更出格的事儿？;0.4944599282733231
横穿马路是不是重点？;其实两边都有问题老人横穿马路司机几十米完全不减速大概率在看手机正常这个距离是完全可以看见人的只有两个孩子最可怜唉;-0.9435175485878764
横穿马路是不是重点？;回复@梦想有只鸡:突然闯出野生动物的正确操作真的不是避让;0.993085806827148
横穿马路是不是重点？;回复@梦想有只鸡:不是踩了刹车就能立刻停住的，刹车距离这种概念你知道吗？;0.7432881877271245
横穿马路是不是重点？;回复@梦想有只鸡:估计在看手机，但横穿马路还带俩小孩真的不值得同情;0.840049005128906
横穿马路是不是重点？;就是马路上出现一只野生动物你不得踩一脚刹车吗？;-0.0578624756576962
-----;------;------;0.6669127988050833;0.993085806827148;-0.9435175485878764;1.9366033554150244;0.03169832229248781;355;2.8127480715046515e-05;0.27945007393517146;0.4657501232252857
希望两个小孩只是受了点皮外伤;一个开车不看路，一个横穿不看车，卧龙凤雏，都挺服，只可怜孩子无辜;-0.6994401548052749
希望两个小孩只是受了点皮外伤;左一个右一个左边的大概率重开了;-0.9955774772214459
-----;------;------;0.14806866120808548;;-0.9955774772214459;0;1.0;217;1.7193417789197446e-05;0.45923090316679205;0.76538483861132
这辅路和主路中间有绿化隔开，主路双向车道也有，那边到辅路也有，她是怎么想的穿过去的;而且刚开始跑的挺快，跑到一半慢下来了，要是能保持一开始的速度，就可以到绿化带了;0.6872959252241848
这辅路和主路中间有绿化隔开，主路双向车道也有，那边到辅路也有，她是怎么想的穿过去的;为了少走一节路，我们楼下都有前车之鉴了，还不是一样有人为了不等红绿灯，少走路。马路中间除了绿化带还加了护栏的。还不是要去翻！哪里都有这种人;-0.9736214089214594
这辅路和主路中间有绿化隔开，主路双向车道也有，那边到辅路也有，她是怎么想的穿过去的;你是没见过高架下面快速路都有横穿的;-0.30781671837607805
这辅路和主路中间有绿化隔开，主路双向车道也有，那边到辅路也有，她是怎么想的穿过去的;省事呗，这种老年人可没有规矩和安全意识;-0.11508840126955122
-----;------;------;0.5921483759960505;0.6872959252241848;-0.9736214089214594;1.6609173341456442;0.16954133292717788;474;3.7556129180090274e-05;0.3046833947951274;0.5078056579918789
两个娃娃还好吗;孩子真倒霉，明明看到那个车都不停，还非要冲过去;-0.7895022221306482
两个娃娃还好吗;回复@猫女人Z:你看不懂么;0.1262324506790624
两个娃娃还好吗;一死两伤，希望两个孩子健在，不要为别人的过错买单，我前段时间看了个新闻，妈妈接儿子放学，骑电瓶车横穿马路被大货车碾压，因为刚好在视线盲区，两个人都成了几截了，孩子真的太无辜了。;0.9731529105747132
两个娃娃还好吗;回复@猫女人Z:写的一死两伤;0.1212198505319344
两个娃娃还好吗;回复@猫女人Z:写的一死两伤;0.1212198505319344
两个娃娃还好吗;两死一伤，至少都有一个小朋友不行了，希望那一伤不是死老太婆;-0.20260389704968107
-----;------;------;0.5222272703326507;0.9731529105747132;-0.7895022221306482;1.7626551327053614;0.11867243364731928;21;1.6638791408900756e-06;0.2563602143678162;0.4272670239463603
网约车真没必要这么快，如果是我，早减速了;估计不是没减速的问题，应该是低头看手机了;-0.6081279594922708
网约车真没必要这么快，如果是我，早减速了;没刹住撞残了，比直接撞死，要麻烦些。;0.7887717279508817
网约车真没必要这么快，如果是我，早减速了;回复@等一年玉尘:周边啥车都没有，没必要这样啊，我是这么觉得。;-0.3179288635137305
网约车真没必要这么快，如果是我，早减速了;前后都没车，明显有穿马路意图，减速和脚在刹车上早放着了;-0.9689609759952122
网约车真没必要这么快，如果是我，早减速了;。。。。。。。;-0.19999999999999973
-----;------;------;0.5883347396781349;0.7887717279508817;-0.9689609759952122;1.757732703946094;0.12113364802695303;226;1.790650884957891e-05;0.2837909363838051;0.4729848939730084
我只会心疼小孩，老人不要命，该，司机也算不得好东西，这距离一点减速迹象没有，不是看手机也是开小差;回复@魔法老头鸡公煲:正常人看见路上有东西都不会直愣愣撞上去;0.9181186740811675
我只会心疼小孩，老人不要命，该，司机也算不得好东西，这距离一点减速迹象没有，不是看手机也是开小差;司机为什么要减速啊？正常人看见车开过来，肯定要等车先过去啊，没过过马路吗？;-0.9851346614962284
我只会心疼小孩，老人不要命，该，司机也算不得好东西，这距离一点减速迹象没有，不是看手机也是开小差;回复@阿巴阿巴阿巴阿爸2002:有些宝妈想自己带，老人还不让[doge];0.05291847848928288
我只会心疼小孩，老人不要命，该，司机也算不得好东西，这距离一点减速迹象没有，不是看手机也是开小差;我还想说孩子爸妈能让一个老人带俩娃也是不负责任[挖鼻];-0.18692957872406035
-----;------;------;0.6784305899009089;0.9181186740811675;-0.9851346614962284;1.903253335577396;0.04837333221130202;151;1.1964083346400066e-05;0.2907239616615537;0.4845399361025894
都以为对方会让;司机可能是在看手机接单;-0.568111504409748
-----;------;------;0.0;;-0.568111504409748;0;1.0;6649;0.0005268158289418149;0.4001053631657884;0.6668422719429805
跟我爸一样，交通灯在他眼里就是没有的，过路口完全看他自己，有车也过，整条街的车都得让着他;他不挨骂吗？;-0.30944249057433826
跟我爸一样，交通灯在他眼里就是没有的，过路口完全看他自己，有车也过，整条街的车都得让着他;[允悲];0.9459634540755057
跟我爸一样，交通灯在他眼里就是没有的，过路口完全看他自己，有车也过，整条街的车都得让着他;太不珍惜自己的生命;0.8849396659976885
-----;------;------;0.5779577766691554;0.9459634540755057;-0.30944249057433826;1.255405944649844;0.372297027675078;294;2.3294307972461058e-05;0.3801065805992879;0.6335109676654798
网约车肯定赌人过要等一下，人肯定堵他不敢撞，我就过去了[泪]不敢;回复@Inke681498982:我也就是揣测[笑cry]，我感觉我们当地这样心态的很多。;0.7533270029766783
-----;------;------;0.0;0.7533270029766783;;0;1.0;644;5.1025626987295646e-05;0.4000102051253975;0.6666836752089957
哇哦这个爱心红绿灯在熙地港吗;是滴，偶然遇到的，从星巴克那个门一出来就是;0.8729828126916332
-----;------;------;0.0;0.8729828126916332;;0;1.0;469;3.715996747987835e-05;0.400007431993496;0.6666790533224932
太美……[单身狗];回复@蜜瓜包經銷金閃閃:我狂冲[抓狂][抓狂][抓狂]！！;-0.9974343348678989
太美……[单身狗];嘿嘿给老师留了一份[馋嘴]d1快来找我！;0.8123583707704027
-----;------;------;0.9048963528191508;0.8123583707704027;-0.9974343348678989;1.8097927056383016;0.09510364718084918;200;1.584646800847691e-05;0.4000031692936017;0.6666719488226693
如果你要选择前方，那就不要再留恋过去的温暖，带上你的倔强与骄傲，就像向日葵迎着太阳，你也要迎着远方。;踮起脚会缩短爱的距离，这样会不稳定；弯下腰获取平和，这样会很累；平视周围的景色吧，寻找美好，制造快乐，这，就是你的世界。;0.9999891800295275
-----;------;------;0.0;0.9999891800295275;;0;1.0;10295;0.0008156969407363489;0.4001631393881473;0.666938565646912
希望，如同黑暗中的一盏明灯，照亮我们锦绣的前程，给予我们坚定的信念，无畏的前行；希望如同四季高扬的风帆，指引我们在风雨泥泞的路上不懈地努力，勇敢地坚持。;[送花花]踮起脚会缩短爱的距离，这样会不稳定；弯下腰获取平和，这样会很累；平视周围的景色吧，寻找美好，制造快乐，这，就是你的世界。;0.9999956883447427
-----;------;------;0.0;0.9999956883447427;;0;1.0;13160;0.0010426975949577807;0.4002085395189916;0.6670142325316526
做有用的事，说勇敢的话，想美好的事，睡安稳的觉。把时间用在进步上，而不是抱怨上。;[送花花]只把一件事做好，就是生活本初的节奏，再忙再累的日子都会云淡风轻，再苦再咸的生活都不值一提。这种无法放弃的力量就来自于内心。;0.9999626051526562
-----;------;------;0.0;0.9999626051526562;;0;1.0;356;2.82067130550889e-05;0.400005641342611;0.6666760689043516
美好的一天，只需要扬起你的嘴角，带着好心情，大步向前走。永远记住，无论我们做什么，人生从来都没有失败，唯一的失败就是自己放弃。;[送花花]要记得，生命极短。短到，用来做自己喜欢的事情，都不够；更不要说用来犹豫，以及妥协——尤其是，妥协给那些——你自己都清楚“这只是妥协”的东西。;0.9998642013959214
-----;------;------;0.0;0.9998642013959214;;0;1.0;102;8.081698684323224e-06;0.4000016163397369;0.666669360566228
梦想是一个幸福的念想，想着想着就快乐了，它执着地立在那里，是生活的一个界标，代表着活力与向上。;🥂我们一路奋战，不是为了能改变世界，而是为了不让世界改变我们～午好[送花花];0.999949126958267
-----;------;------;0.0;0.999949126958267;;0;1.0;11517;0.0009125188602681428;0.40018250377205367;0.6669708396200893
午好;午好[努力];0.6861766304394399
-----;------;------;0.0;0.6861766304394399;;0;1.0;14952;0.0011846819483137337;0.4002369363896628;0.6670615606494379
我们用人生最好的年华做抵押，去担保一个说出来都会被人嘲笑的梦想。;你的归来，是我的痊愈——匪我思存;0.993910324260806
-----;------;------;0.0;0.993910324260806;;0;1.0;1772;0.00014039970655510542;0.40002807994131107;0.6667134665688517
下午好[笑而不语][笑而不语][笑而不语];午好[doge];0.510940471533075
-----;------;------;0.0;0.510940471533075;;0;1.0;16289;0.0012906155869504019;0.4002581231173901;0.6670968718623168
中午好;午好哦;0.5486972293378238
-----;------;------;0.0;0.5486972293378238;;0;1.0;231;1.8302670549790832e-05;0.40000366053410996;0.6666727675568498
下午好;午好[送花花];0.7919172971839721
-----;------;------;0.0;0.7919172971839721;;0;1.0;208600;0.016527866132841417;0.4033055732265683;0.6721759553776138
应该是我司的HO2024南京-昆明[doge];回复@水苑南:吉祥航空感谢您的选择[爱你];0.9369666125242071
应该是我司的HO2024南京-昆明[doge];好荣幸哦能坐你司的航班哈哈哈;0.9487213759263444
-----;------;------;0.005877381701068662;0.9487213759263444;;0;1.0;344;2.7255924974580283e-05;0.4023564038654224;0.6705940064423705
吉祥航空吗？;对的[哈哈];0.052465563615616606
-----;------;------;0.0;0.052465563615616606;;0;1.0;4800;0.0003803152322034458;0.4000760630464407;0.6667934384107345
